CustomerKey;GeographyKey;Name;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;ChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;DateFirstPurchase;CommuteDistance
11231;611;Dennis Zhang;61;Married;Male;60000,00;2;1;High School;Professional;1;2;2023-02-10;10+ Miles
11232;616;Hailey Bryant;66;Married;Female;60000,00;3;1;High School;Professional;0;2;2023-09-20;2-5 Miles
11233;299;Todd Li;61;Married;Male;70000,00;4;2;Partial College;Professional;1;2;2023-02-08;10+ Miles
11234;337;Anna Griffin;66;Single;Female;70000,00;4;2;Partial College;Professional;1;2;2023-02-08;10+ Miles
11235;607;Angel Stewart;67;Married;Male;70000,00;4;2;Partial College;Professional;1;2;2023-07-04;10+ Miles
11236;609;Jeremy Butler;67;Single;Male;70000,00;5;2;Partial College;Professional;1;2;2023-10-03;10+ Miles
11237;161;Clarence Anand;60;Single;Male;130000,00;2;3;Bachelors;Management;0;4;2021-09-05;0-1 Miles
11238;232;Mayra Prasad;60;Single;Female;130000,00;2;3;Bachelors;Management;0;4;2021-01-06;0-1 Miles
11239;249;Latoya Goel;55;Married;Female;130000,00;2;4;Partial College;Professional;0;2;2021-01-19;5-10 Miles
11240;273;Anne Hernandez;60;Married;Female;160000,00;2;3;Partial College;Professional;1;4;2021-02-27;5-10 Miles
11241;211;Lisa Cai;50;Single;Female;100000,00;2;3;Partial College;Professional;1;4;2022-09-10;5-10 Miles
11242;209;Larry Munoz;61;Married;Male;110000,00;2;4;Partial College;Professional;1;3;2022-09-19;5-10 Miles
11243;237;Robin Alvarez;61;Married;Female;150000,00;2;3;Partial College;Professional;1;3;2021-02-21;0-1 Miles
11244;267;Alexis Coleman;56;Single;Female;170000,00;2;3;Bachelors;Management;0;3;2021-02-12;0-1 Miles
11245;132;Ricky Vazquez;62;Married;Male;120000,00;3;4;High School;Professional;0;4;2021-09-26;5-10 Miles
11246;147;Latasha Rubio;62;Married;Female;120000,00;3;4;High School;Professional;0;4;2021-10-03;5-10 Miles
11247;242;Claudia Zhou;63;Single;Female;130000,00;3;4;Partial College;Professional;0;3;2021-02-18;0-1 Miles
11248;223;Tristan Alexander;58;Married;Male;110000,00;3;4;Partial College;Professional;1;4;2023-07-14;10+ Miles
11249;178;Cindy Patel;58;Married;Female;130000,00;3;4;Partial College;Professional;1;3;2021-10-09;0-1 Miles
11250;276;Shannon Liu;58;Married;Female;170000,00;3;4;High School;Professional;1;2;2021-03-17;5-10 Miles
11251;50;Xavier Long;86;Single;Male;30000,00;4;0;High School;Professional;0;2;2023-10-18;5-10 Miles
11252;335;Nicholas Thompson;87;Single;Male;90000,00;3;0;Graduate Degree;Management;1;1;2021-08-14;2-5 Miles
11253;69;José Hernandez;75;Married;Male;60000,00;2;0;Graduate Degree;Management;1;2;2023-03-01;1-2 Miles
11254;612;Johnathan Vance;86;Married;Male;70000,00;4;0;Graduate Degree;Management;1;2;2023-11-23;5-10 Miles
11255;612;Colin Lin;86;Married;Male;70000,00;4;0;Graduate Degree;Management;1;2;2023-02-23;5-10 Miles
11256;626;Katelyn Hernandez;85;Married;Female;70000,00;4;0;Graduate Degree;Management;1;2;2023-04-15;5-10 Miles
11257;345;Jacqueline Powell;86;Single;Female;120000,00;1;2;Graduate Degree;Management;1;4;2021-08-24;2-5 Miles
11258;352;Xavier Hill;86;Married;Male;120000,00;1;2;Graduate Degree;Management;1;4;2023-05-21;2-5 Miles
11259;548;Victoria Stewart;54;Married;Female;100000,00;4;1;Partial College;Professional;1;4;2021-09-04;2-5 Miles
11260;302;Katelyn Kelly;48;Married;Female;110000,00;2;2;Bachelors;Management;1;3;2023-02-05;2-5 Miles
11261;359;Stephanie Collins;54;Married;Female;130000,00;1;2;Graduate Degree;Management;1;1;2021-09-27;0-1 Miles
11262;60;Jennifer Simmons;49;Married;Female;80000,00;4;3;Bachelors;Management;1;0;2023-02-27;0-1 Miles
11263;612;Trinity Richardson;54;Married;Female;90000,00;5;5;Partial College;Professional;1;3;2021-08-29;2-5 Miles
11264;618;Eduardo Martin;55;Single;Male;90000,00;5;5;Partial College;Professional;0;3;2023-01-02;0-1 Miles
11265;623;Elizabeth Jones;54;Married;Female;90000,00;5;5;Partial College;Professional;1;3;2023-01-03;0-1 Miles
11266;632;Taylor Howard;55;Single;Female;90000,00;0;0;Partial College;Professional;0;1;2021-09-10;5-10 Miles
11267;302;David Diaz;49;Single;Male;120000,00;4;2;Partial College;Professional;1;4;2021-09-17;2-5 Miles
11268;312;Katelyn Carter;55;Married;Female;130000,00;2;2;Graduate Degree;Management;1;2;2023-05-29;1-2 Miles
11269;314;Ryan Foster;49;Married;Male;130000,00;2;2;Graduate Degree;Management;1;2;2023-08-22;0-1 Miles
11270;334;Robert Lee;49;Married;Male;130000,00;2;2;Graduate Degree;Management;1;3;2021-09-10;0-1 Miles
11271;360;Danielle Reed;55;Single;Female;150000,00;2;0;Bachelors;Management;0;4;2021-09-27;1-2 Miles
11272;300;Lauren Martinez;62;Single;Female;70000,00;4;3;Partial College;Professional;1;0;2021-09-19;5-10 Miles
11273;331;Nathan Lal;62;Married;Male;90000,00;2;1;Partial College;Professional;1;0;2023-05-14;10+ Miles
11274;609;Kyle Foster;85;Married;Male;50000,00;2;0;Graduate Degree;Management;1;2;2021-08-29;5-10 Miles
11275;310;Jenny Rai;85;Married;Female;80000,00;4;0;Graduate Degree;Management;1;2;2021-08-30;0-1 Miles
11276;49;Nancy Chapman;50;Married;Female;80000,00;4;3;Partial College;Professional;1;2;2023-01-29;2-5 Miles
11277;62;Charles Jackson;56;Married;Male;80000,00;4;3;Partial College;Professional;1;2;2023-02-02;0-1 Miles
11278;614;Jonathan Phillips;55;Single;Male;90000,00;0;0;Partial College;Professional;0;1;2021-09-16;10+ Miles
11279;616;Amanda Cook;50;Married;Female;90000,00;0;0;Partial College;Professional;1;1;2023-03-03;10+ Miles
11280;626;Robert Collins;55;Married;Male;90000,00;0;0;Partial College;Professional;1;1;2023-07-01;10+ Miles
11281;301;Megan Barnes;50;Single;Female;110000,00;4;2;Bachelors;Management;1;4;2021-09-13;5-10 Miles
11282;612;Christian Thomas;57;Married;Male;90000,00;5;4;Partial College;Professional;1;4;2021-08-31;1-2 Miles
11283;299;Arturo Lal;56;Married;Male;110000,00;1;3;Bachelors;Management;1;2;2023-05-29;1-2 Miles
11284;307;Theresa Serrano;57;Married;Female;110000,00;1;3;Bachelors;Management;1;2;2023-02-06;1-2 Miles
11285;322;Jeremy Anderson;51;Married;Male;120000,00;1;3;Partial College;Professional;0;4;2023-07-27;2-5 Miles
11286;374;Hunter Griffin;57;Married;Male;170000,00;0;0;Graduate Degree;Management;1;4;2021-09-21;2-5 Miles
11287;49;Henry Garcia;58;Married;Male;70000,00;5;4;Partial College;Professional;0;3;2023-01-29;5-10 Miles
11288;301;Cindy Sanchez;46;Married;Female;110000,00;1;3;Bachelors;Management;1;3;2023-03-05;2-5 Miles
11289;315;Maria Carter;52;Married;Female;130000,00;1;3;Bachelors;Management;1;1;2021-09-08;0-1 Miles
11290;334;Katelyn Sanchez;52;Married;Female;130000,00;1;3;Bachelors;Management;1;3;2021-09-20;2-5 Miles
11291;335;Jenna Wright;52;Married;Female;130000,00;1;3;Bachelors;Management;1;3;2021-09-04;2-5 Miles
11292;361;Seth Phillips;57;Single;Male;150000,00;1;2;Partial College;Professional;0;3;2021-09-15;0-1 Miles
11293;632;Luke Long;64;Single;Male;60000,00;2;0;High School;Professional;0;2;2023-02-24;1-2 Miles
11294;618;Dalton Clark;63;Married;Male;60000,00;2;0;High School;Professional;0;2;2023-09-25;1-2 Miles
11295;311;Taylor Lewis;65;Single;Female;80000,00;2;0;Partial High School;Skilled Manual;1;2;2021-09-25;5-10 Miles
11296;616;Haley Richardson;83;Single;Female;50000,00;2;0;Graduate Degree;Management;1;2;2021-09-01;5-10 Miles
11297;301;Noah Coleman;84;Single;Male;70000,00;4;0;Graduate Degree;Management;1;2;2021-09-26;5-10 Miles
11298;307;Jon Luo;84;Married;Male;70000,00;4;0;Graduate Degree;Management;1;2;2021-09-12;1-2 Miles
11299;301;Orlando Vazquez;83;Married;Male;70000,00;4;0;Graduate Degree;Management;1;2;2021-09-26;1-2 Miles
11300;54;Fernando Barnes;59;Married;Male;80000,00;5;4;Partial College;Professional;0;3;2023-01-31;1-2 Miles
11301;607;Cameron Rodriguez;59;Married;Male;80000,00;5;4;Partial College;Professional;1;4;2023-06-09;5-10 Miles
11302;539;Spencer Russell;53;Single;Male;90000,00;4;3;High School;Professional;0;3;2021-09-06;1-2 Miles
11303;614;Julia Coleman;58;Single;Female;90000,00;4;3;High School;Professional;0;3;2021-09-02;1-2 Miles
11304;547;Julia Garcia;53;Married;Female;100000,00;0;3;Partial College;Professional;1;0;2023-03-20;5-10 Miles
11305;307;Sean Evans;59;Married;Male;110000,00;3;3;Partial College;Professional;0;4;2023-03-25;2-5 Miles
11306;312;Micah Zhou;59;Married;Male;110000,00;3;3;Partial College;Professional;0;4;2023-06-30;2-5 Miles
11307;314;Hunter Rodriguez;59;Married;Male;80000,00;2;0;Partial High School;Skilled Manual;1;2;2021-09-04;5-10 Miles
11308;546;Ian Gonzales;65;Married;Male;60000,00;2;0;High School;Professional;0;2;2023-09-07;1-2 Miles
11309;536;Victoria Lewis;65;Single;Female;60000,00;2;0;High School;Professional;1;2;2023-07-09;5-10 Miles
11310;360;Erin Sanders;60;Single;Female;70000,00;3;0;Graduate Degree;Management;1;2;2023-08-12;5-10 Miles
11311;626;Gabrielle Lopez;65;Single;Female;70000,00;3;0;Graduate Degree;Management;0;2;2023-04-18;1-2 Miles
11312;626;Sara Richardson;66;Single;Female;70000,00;3;0;Graduate Degree;Management;1;2;2023-05-17;5-10 Miles
11313;632;Trevor Jenkins;66;Single;Male;70000,00;3;0;Graduate Degree;Management;1;2;2023-05-07;5-10 Miles
11314;618;Mya Flores;54;Single;Female;70000,00;3;0;Graduate Degree;Management;0;2;2023-02-25;1-2 Miles
11315;632;Hailey Ward;65;Single;Female;70000,00;3;0;Graduate Degree;Management;0;2;2023-05-20;1-2 Miles
11316;51;Luke Allen;65;Married;Male;60000,00;3;0;Graduate Degree;Management;1;2;2023-01-12;5-10 Miles
11317;548;Victoria Russell;61;Single;Female;40000,00;3;0;Partial College;Professional;0;2;2021-09-01;5-10 Miles
11318;614;Jessica Wilson;66;Single;Female;40000,00;3;0;Partial College;Professional;0;2;2023-10-17;1-2 Miles
11319;348;Jade Bailey;76;Married;Female;70000,00;4;0;Graduate Degree;Management;0;2;2021-09-09;1-2 Miles
11320;325;Morgan Hill;82;Married;Female;80000,00;4;0;Graduate Degree;Management;1;2;2023-06-15;5-10 Miles
11321;612;Terrance Raman;80;Married;Male;90000,00;5;0;Bachelors;Management;1;2;2023-02-23;5-10 Miles
11322;611;Sydney Garcia;81;Married;Female;90000,00;5;0;Bachelors;Management;1;2;2023-03-24;5-10 Miles
11323;314;Jose Patterson;81;Single;Male;120000,00;2;4;Graduate Degree;Management;1;3;2021-09-10;5-10 Miles
11324;325;Zachary Anderson;80;Married;Male;90000,00;5;0;Bachelors;Management;1;2;2021-09-26;1-2 Miles
11325;637;Elijah Ross;80;Single;Male;90000,00;5;0;Bachelors;Management;1;2;2021-09-19;5-10 Miles
11326;300;Rafael Xie;80;Married;Male;130000,00;2;3;Bachelors;Management;1;4;2021-09-15;0-1 Miles
11327;301;Jaime Moreno;79;Married;Male;90000,00;5;0;Bachelors;Management;1;2;2021-09-26;5-10 Miles
11328;55;Julian Griffin;79;Married;Male;90000,00;5;0;Bachelors;Management;1;2;2023-01-05;5-10 Miles
11329;311;Andy Alvarez;78;Single;Male;90000,00;5;0;Bachelors;Management;1;2;2021-09-25;5-10 Miles
11330;59;Ryan Thompson;79;Married;Male;110000,00;2;4;Graduate Degree;Management;1;1;2023-02-12;2-5 Miles
11331;63;Samantha Jenkins;50;Married;Female;90000,00;4;4;Partial College;Skilled Manual;1;2;2023-02-07;1-2 Miles
11332;153;Deanna Ramos;56;Single;Female;10000,00;1;0;Graduate Degree;Manual;1;0;2021-10-15;0-1 Miles
11333;261;Emily Miller;56;Married;Female;20000,00;1;0;Graduate Degree;Clerical;1;0;2021-03-21;0-1 Miles
11334;269;Nicole Brown;58;Married;Female;10000,00;1;0;Bachelors;Manual;1;0;2021-03-04;0-1 Miles
11335;120;Carla Raman;47;Married;Female;10000,00;1;0;Bachelors;Manual;1;0;2021-10-23;0-1 Miles
11336;204;Shaun Raji;51;Married;Male;20000,00;1;0;Graduate Degree;Clerical;1;0;2022-09-27;0-1 Miles
11337;273;Jerome Romero;57;Married;Male;10000,00;1;0;Bachelors;Manual;1;0;2021-03-09;0-1 Miles
11338;154;Frank Navarro;52;Married;Male;20000,00;1;0;Graduate Degree;Clerical;1;0;2021-10-11;0-1 Miles
11339;202;Dennis She;57;Single;Male;20000,00;1;0;Graduate Degree;Clerical;1;0;2022-10-07;0-1 Miles
11340;192;Melody Munoz;77;Married;Female;10000,00;1;0;Graduate Degree;Clerical;1;0;2022-10-27;0-1 Miles
11341;236;Randy Zeng;82;Married;Male;20000,00;1;0;Graduate Degree;Clerical;1;0;2021-04-11;0-1 Miles
11342;191;Marshall Wang;51;Married;Male;30000,00;5;0;Graduate Degree;Clerical;1;0;2023-07-12;0-1 Miles
11343;264;Arthur Carlson;49;Married;Male;10000,00;1;0;Bachelors;Manual;1;0;2021-04-04;0-1 Miles
11344;262;Jessie Jimenez;61;Married;Female;10000,00;1;0;Partial College;Manual;1;0;2021-05-13;0-1 Miles
11345;224;Robin Ramos;62;Single;Female;10000,00;1;0;Partial College;Manual;1;0;2022-10-22;0-1 Miles
11346;196;Deanna Gutierrez;58;Single;Female;10000,00;2;0;Partial College;Manual;1;1;2022-10-01;0-1 Miles
11347;156;Roy Navarro;52;Married;Male;10000,00;2;0;Partial College;Manual;1;1;2023-03-16;0-1 Miles
11348;151;Shawn Rai;63;Married;Male;10000,00;2;0;Partial College;Manual;1;1;2023-03-31;0-1 Miles
11349;134;Mindy Luo;59;Married;Female;10000,00;2;0;Partial College;Manual;1;1;2024-01-13;2-5 Miles
11350;265;Cara Zhou;82;Married;Female;30000,00;1;0;Graduate Degree;Clerical;1;0;2023-02-05;0-1 Miles
11351;253;Anne Ramos;74;Single;Female;20000,00;1;0;Bachelors;Clerical;1;0;2021-06-12;0-1 Miles
11352;222;Raymond Rodriguez;79;Married;Male;10000,00;2;0;Partial College;Manual;1;1;2023-05-01;0-1 Miles
11353;271;Carrie Ortega;78;Single;Female;30000,00;1;0;Bachelors;Clerical;1;0;2021-06-12;0-1 Miles
11354;119;Deanna Suarez;77;Married;Female;20000,00;1;0;Partial College;Manual;1;0;2023-12-03;0-1 Miles
11355;275;Roberto Gutierrez;76;Married;Male;40000,00;1;0;Graduate Degree;Clerical;1;0;2023-09-26;0-1 Miles
11356;6;Terrence Carson;39;Single;Male;10000,00;0;0;Partial College;Manual;0;1;2021-05-10;2-5 Miles
11357;21;Ramon Ye;40;Single;Male;10000,00;0;0;Partial College;Manual;0;1;2021-06-18;2-5 Miles
11358;2;Cynthia Malhotra;40;Single;Female;10000,00;0;0;Partial College;Manual;0;1;2021-06-28;0-1 Miles
11359;7;Jarrod Prasad;40;Single;Male;10000,00;0;0;Partial College;Manual;0;1;2021-06-13;0-1 Miles
11360;26;Tyrone Serrano;40;Single;Male;10000,00;0;0;Partial College;Manual;1;1;2021-06-27;2-5 Miles
11361;10;Cindy Ramos;42;Married;Female;10000,00;0;0;High School;Manual;1;2;2023-10-01;0-1 Miles
11362;33;Damien Shan;41;Married;Male;10000,00;0;0;High School;Manual;0;2;2023-03-29;0-1 Miles
11363;35;Julian Ross;41;Single;Male;10000,00;0;0;High School;Manual;0;2;2021-06-08;0-1 Miles
11364;34;Jennifer Collins;39;Single;Female;10000,00;1;1;High School;Manual;0;0;2021-06-07;2-5 Miles
11365;29;Brittney Sun;40;Single;Female;10000,00;1;1;High School;Manual;0;0;2021-05-31;1-2 Miles
11366;37;Virginia Patel;39;Married;Female;20000,00;0;0;Bachelors;Clerical;1;0;2023-06-24;0-1 Miles
11367;12;Calvin Nara;40;Married;Male;20000,00;0;0;Bachelors;Clerical;1;0;2023-07-07;0-1 Miles
11368;26;Edward Miller;40;Single;Male;10000,00;1;1;High School;Manual;0;0;2021-06-24;1-2 Miles
11369;29;Ashlee Tang;40;Married;Female;20000,00;0;0;Bachelors;Clerical;0;0;2023-07-05;0-1 Miles
11370;38;Alicia Xu;41;Married;Female;20000,00;0;0;Bachelors;Clerical;1;0;2023-07-13;0-1 Miles
11371;26;Lacey Jai;41;Married;Female;20000,00;0;0;Bachelors;Clerical;1;0;2023-11-07;0-1 Miles
11372;20;Wendy Romero;41;Single;Female;20000,00;0;0;Bachelors;Clerical;1;0;2021-06-07;0-1 Miles
11373;135;Carly Luo;70;Married;Female;30000,00;1;0;Bachelors;Clerical;1;0;2023-08-27;0-1 Miles
11374;162;Jimmy Ortega;76;Single;Male;30000,00;1;0;Bachelors;Clerical;1;0;2023-04-15;0-1 Miles
11375;240;Francisco Martinez;76;Married;Male;30000,00;1;0;Bachelors;Clerical;1;0;2023-10-17;0-1 Miles
11376;268;Lance Vazquez;76;Single;Male;40000,00;1;0;Graduate Degree;Clerical;1;0;2023-10-15;0-1 Miles
11377;161;David Robinett;58;Married;Male;30000,00;4;0;Graduate Degree;Clerical;1;0;2023-02-28;0-1 Miles
11378;184;Shannon Liang;59;Single;Female;10000,00;1;1;High School;Manual;0;1;2022-10-17;2-5 Miles
11379;214;Gary Vazquez;48;Married;Male;10000,00;1;1;High School;Manual;1;1;2022-10-02;2-5 Miles
11380;175;Mitchell Kumar;60;Single;Male;20000,00;2;0;Partial College;Manual;1;1;2021-10-11;1-2 Miles
11381;249;Meredith Raman;54;Married;Female;20000,00;2;0;Partial College;Manual;1;1;2021-06-12;2-5 Miles
11382;189;Edward Patterson;50;Married;Male;20000,00;2;0;Partial College;Manual;1;1;2022-11-03;2-5 Miles
11383;206;Marie Gill;58;Married;Female;30000,00;3;0;Graduate Degree;Clerical;1;0;2024-01-01;0-1 Miles
11384;211;Tiffany Wang;53;Married;Female;30000,00;3;0;Bachelors;Clerical;1;0;2023-08-02;0-1 Miles
11385;279;Miguel Allen;53;Single;Male;30000,00;3;0;Bachelors;Clerical;1;0;2023-07-06;0-1 Miles
11386;127;Jaclyn Cai;53;Married;Female;30000,00;3;0;Bachelors;Clerical;1;0;2023-11-02;0-1 Miles
11387;238;Megan Ramirez;60;Single;Female;40000,00;3;0;Graduate Degree;Clerical;1;0;2021-07-26;0-1 Miles
11388;279;Joseph Martin;59;Married;Male;40000,00;3;0;Graduate Degree;Clerical;1;0;2021-07-03;0-1 Miles
11389;130;Karl Shan;43;Single;Male;10000,00;1;1;High School;Manual;0;1;2023-11-17;2-5 Miles
11390;208;Christine Raji;48;Single;Female;10000,00;1;1;High School;Manual;0;1;2023-11-07;2-5 Miles
11391;135;Lindsay Xie;48;Single;Female;10000,00;2;2;High School;Manual;1;0;2023-10-26;0-1 Miles
11392;131;Willie Zhao;43;Single;Male;10000,00;2;2;High School;Manual;1;0;2023-03-29;0-1 Miles
11393;182;Kurt Pal;50;Single;Male;10000,00;2;2;High School;Manual;1;0;2023-07-16;0-1 Miles
11394;259;George McDonald;49;Single;Male;10000,00;2;2;High School;Manual;1;0;2021-07-04;0-1 Miles
11395;118;Beth Gutierrez;48;Single;Female;30000,00;0;0;Bachelors;Clerical;1;0;2021-11-14;0-1 Miles
11396;175;Ian Lopez;49;Married;Male;10000,00;2;2;High School;Manual;0;1;2023-10-26;0-1 Miles
11397;197;Latoya Shan;50;Single;Female;20000,00;0;0;Partial College;Manual;0;1;2023-07-07;0-1 Miles
11398;261;Colin Nath;49;Single;Male;30000,00;0;0;Bachelors;Clerical;1;0;2021-07-03;0-1 Miles
11399;202;Brenda Mehta;49;Single;Female;30000,00;1;0;Bachelors;Clerical;1;0;2023-04-13;0-1 Miles
11400;251;Franklin Raji;44;Single;Male;40000,00;0;0;Graduate Degree;Clerical;1;0;2021-07-15;0-1 Miles
11401;204;Linda Navarro;49;Married;Female;40000,00;0;0;Graduate Degree;Clerical;1;0;2022-10-28;0-1 Miles
11402;183;Kelli Cai;49;Married;Female;40000,00;0;0;Graduate Degree;Clerical;1;0;2022-11-07;0-1 Miles
11403;179;Nancy Schmidt;44;Single;Female;40000,00;0;0;Graduate Degree;Clerical;1;0;2022-10-28;0-1 Miles
11404;133;Megan Taylor;67;Single;Female;10000,00;3;0;Partial College;Manual;0;2;2023-02-10;0-1 Miles
11405;143;Bonnie Goel;67;Single;Female;10000,00;3;0;Partial College;Manual;0;2;2023-03-31;0-1 Miles
11406;199;Latoya Xu;67;Married;Female;20000,00;2;0;Partial College;Manual;1;1;2022-11-04;2-5 Miles
11407;170;Mario She;67;Married;Male;20000,00;2;0;Partial College;Manual;1;1;2023-06-23;0-1 Miles
11408;257;Darren Gill;60;Married;Male;10000,00;2;1;High School;Manual;0;2;2023-03-05;0-1 Miles
11409;208;Jacqueline Hayes;45;Single;Female;10000,00;2;2;High School;Manual;1;1;2022-11-17;0-1 Miles
11410;201;Maurice Goel;50;Married;Male;20000,00;1;1;Partial College;Manual;1;0;2022-11-13;2-5 Miles
11411;121;Devin Ross;65;Married;Male;80000,00;3;2;Partial College;Professional;0;1;2023-08-04;2-5 Miles
11412;121;Sydney Bryant;65;Single;Female;80000,00;4;2;Partial College;Professional;1;1;2021-11-05;10+ Miles
11413;238;Megan Stewart;65;Married;Female;80000,00;4;2;Partial College;Professional;0;1;2021-08-10;2-5 Miles
11414;241;Ian Richardson;65;Single;Male;80000,00;4;2;Partial College;Professional;1;1;2021-08-13;10+ Miles
11415;127;Randy She;75;Single;Male;90000,00;5;0;Partial College;Professional;0;2;2023-08-16;10+ Miles
11416;185;Katrina Becker;74;Married;Female;60000,00;3;1;Partial High School;Skilled Manual;1;4;2022-11-07;2-5 Miles
11417;222;Lacey Zheng;74;Married;Female;70000,00;5;1;High School;Professional;1;2;2022-11-04;10+ Miles
11418;160;Rafael Hu;74;Single;Male;90000,00;5;0;Partial College;Professional;0;2;2023-12-17;10+ Miles
11419;273;Kyle Scott;74;Married;Male;150000,00;3;4;Graduate Degree;Management;1;4;2023-03-12;0-1 Miles
11420;189;Jordan Turner;72;Married;Male;100000,00;2;3;Bachelors;Management;1;4;2022-11-01;10+ Miles
11421;172;Amy Sun;72;Married;Female;110000,00;3;4;Bachelors;Management;1;4;2021-11-03;5-10 Miles
11422;268;Dustin Deng;72;Married;Male;170000,00;4;4;Bachelors;Management;1;3;2021-08-22;5-10 Miles
11423;147;Jasmine Stewart;64;Married;Female;80000,00;4;2;Partial College;Professional;0;1;2021-12-10;2-5 Miles
11424;164;Pamela Garcia;60;Married;Female;80000,00;4;2;Partial College;Professional;1;2;2023-04-21;10+ Miles
11425;184;Ariana Gray;59;Married;Female;90000,00;4;2;High School;Professional;1;2;2022-11-22;10+ Miles
11426;156;Kristopher Mehta;65;Married;Male;110000,00;3;4;Bachelors;Management;1;4;2023-04-09;10+ Miles
11427;168;Desiree Dominguez;65;Married;Female;110000,00;2;5;Partial College;Professional;1;2;2021-12-20;10+ Miles
11428;173;Deanna Perez;65;Single;Female;120000,00;2;5;Bachelors;Management;1;2;2021-12-05;10+ Miles
11429;218;Marco Lopez;66;Married;Male;80000,00;4;1;Partial College;Professional;1;2;2022-12-14;10+ Miles
11430;155;Casey Yuan;67;Married;Female;90000,00;4;1;High School;Professional;1;2;2023-03-19;10+ Miles
11431;120;Bryant Garcia;50;Married;Male;110000,00;4;5;Partial College;Professional;1;2;2021-12-21;10+ Miles
